site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
GUAT 00NOV17 2000.8789 51865 1088 5  -90.5  -2174 -0.774768   1613669  0.140177  1519  0.859832  0.0000 0.000960 0.000782 0.003580  0.008784 -0.055643 -0.021439  14.5904040515  -90.5201831117  1519.85983
GUAT 00NOV18 2000.8816 51866 1088 6  -90.5  -2174 -0.773711   1613669  0.134804  1519  0.866747  0.0000 0.000999 0.000818 0.003839  0.044613 -0.093467  0.024653  14.5904040029  -90.5201831020  1519.86675
GUAT 00NOV19 2000.8843 51867 1089 0  -90.5  -2174 -0.774962   1613669  0.134936  1519  0.858003  0.0000 0.001036 0.000829 0.003942  0.047655 -0.103455 -0.045465  14.5904040041  -90.5201831138  1519.85800
GUAT 00NOV20 2000.8871 51868 1089 1  -90.5  -2174 -0.775273   1613669  0.138877  1519  0.857703  0.0000 0.001002 0.000795 0.003772  0.011300 -0.128018 -0.003141  14.5904040396  -90.5201831169  1519.85770
GUAT 00NOV21 2000.8898 51869 1089 2  -90.5  -2174 -0.775193   1613669  0.137053  1519  0.857289  0.0000 0.001024 0.000824 0.003852  0.010690 -0.051362  0.031139  14.5904040231  -90.5201831163  1519.85729
GUAT 00NOV22 2000.8925 51870 1089 3  -90.5  -2174 -0.774623   1613669  0.136029  1519  0.849653  0.0000 0.001026 0.000807 0.003733 -0.011953 -0.029235  0.000392  14.5904040138  -90.5201831111  1519.84965
GUAT 00NOV23 2000.8953 51871 1089 4  -90.5  -2174 -0.774830   1613669  0.136273  1519  0.853045  0.0000 0.001032 0.000807 0.003806 -0.012101 -0.064950 -0.055124  14.5904040160  -90.5201831132  1519.85305
GUAT 00NOV24 2000.8980 51872 1089 5  -90.5  -2174 -0.774557   1613669  0.138244  1519  0.857325  0.0000 0.000993 0.000832 0.003844 -0.006058 -0.106222  0.020692  14.5904040337  -90.5201831108  1519.85733
GUAT 00NOV25 2000.9008 51873 1089 6  -90.5  -2174 -0.776762   1613669  0.135362  1519  0.854046  0.0000 0.000961 0.000789 0.003521  0.023243 -0.038497  0.002695  14.5904040076  -90.5201831315  1519.85405
GUAT 00NOV26 2000.9035 51874 1090 0  -90.5  -2174 -0.775682   1613669  0.137738  1519  0.849600  0.0000 0.000981 0.000802 0.003675  0.001715 -0.044871 -0.006707  14.5904040291  -90.5201831216  1519.84960
GUAT 00NOV27 2000.9062 51875 1090 1  -90.5  -2174 -0.775246   1613669  0.135008  1519  0.860217  0.0000 0.001054 0.000866 0.003978  0.073513 -0.094688  0.024349  14.5904040044  -90.5201831177  1519.86022
GUAT 00NOV28 2000.9090 51876 1090 2  -90.5  -2174 -0.775505   1613669  0.136367  1519  0.855766  0.0000 0.000966 0.000794 0.003712  0.010999 -0.095117 -0.050851  14.5904040166  -90.5201831203  1519.85577
GUAT 00NOV29 2000.9117 51877 1090 3  -90.5  -2174 -0.775008   1613669  0.137998  1519  0.859307  0.0000 0.001052 0.000914 0.004069 -0.057460 -0.067700  0.172410  14.5904040313  -90.5201831158  1519.85931
GUAT 00NOV30 2000.9144 51878 1090 4  -90.5  -2174 -0.775920   1613669  0.137881  1519  0.863235  0.0000 0.001017 0.000819 0.003734 -0.004488 -0.046445 -0.042776  14.5904040302  -90.5201831245  1519.86324
GUAT 00DEC01 2000.9172 51879 1090 5  -90.5  -2174 -0.776385   1613669  0.136218  1519  0.849870  0.0000 0.001017 0.000812 0.003766  0.025389 -0.079379 -0.111643  14.5904040151  -90.5201831289  1519.84987
GUAT 00DEC02 2000.9199 51880 1090 6  -90.5  -2174 -0.777972   1613669  0.137237  1519  0.853756  0.0000 0.001020 0.000835 0.003788  0.032686 -0.074557 -0.025247  14.5904040243  -90.5201831438  1519.85376
GUAT 00DEC03 2000.9227 51881 1091 0  -90.5  -2174 -0.773464   1613669  0.140736  1519  0.861279  0.0000 0.000984 0.000831 0.003670  0.047734 -0.046413  0.037226  14.5904040559  -90.5201831022  1519.86128
GUAT 00DEC04 2000.9254 51882 1091 1  -90.5  -2174 -0.778250   1613669  0.134900  1519  0.866024  0.0000 0.001053 0.000900 0.004048  0.062401 -0.030327 -0.040627  14.5904040031  -90.5201831467  1519.86602
GUAT 00DEC05 2000.9281 51883 1091 2  -90.5  -2174 -0.774364   1613669  0.135843  1519  0.858371  0.0000 0.000995 0.000824 0.003689  0.024354 -0.048227 -0.003549  14.5904040116  -90.5201831108  1519.85837
GUAT 00DEC06 2000.9309 51884 1091 3  -90.5  -2174 -0.774904   1613669  0.133132  1519  0.852495  0.0000 0.000967 0.000809 0.003522  0.015066 -0.052230 -0.018686  14.5904039870  -90.5201831160  1519.85250
GUAT 00DEC07 2000.9336 51885 1091 4  -90.5  -2174 -0.774473   1613669  0.135753  1519  0.850455  0.0000 0.001201 0.001044 0.004541  0.003245 -0.035978  0.007198  14.5904040107  -90.5201831122  1519.85046
GUAT 00DEC08 2000.9363 51886 1091 5  -90.5  -2174 -0.774098   1613669  0.135163  1519  0.861851  0.0000 0.001036 0.000929 0.004080  0.015995  0.017743  0.076078  14.5904040053  -90.5201831088  1519.86185
GUAT 00DEC09 2000.9391 51887 1091 6  -90.5  -2174 -0.773364   1613669  0.137595  1519  0.858581  0.0000 0.000966 0.000814 0.003635  0.005740 -0.040857 -0.022225  14.5904040272  -90.5201831022  1519.85858
GUAT 00DEC10 2000.9418 51888 1092 0  -90.5  -2174 -0.772506   1613669  0.137896  1519  0.855960  0.0000 0.000998 0.000821 0.003769  0.024262 -0.068587 -0.104478  14.5904040299  -90.5201830944  1519.85596
GUAT 00DEC11 2000.9446 51889 1092 1  -90.5  -2174 -0.774395   1613669  0.136884  1519  0.862177  0.0000 0.001003 0.000807 0.003613 -0.060611  0.005827 -0.121693  14.5904040207  -90.5201831121  1519.86218
GUAT 00DEC12 2000.9473 51890 1092 2  -90.5  -2174 -0.775994   1613669  0.133459  1519  0.856378  0.0000 0.000960 0.000766 0.003442 -0.030719 -0.028450 -0.071861  14.5904039897  -90.5201831271  1519.85638
GUAT 00DEC13 2000.9500 51891 1092 3  -90.5  -2174 -0.773749   1613669  0.136328  1519  0.853172  0.0000 0.000966 0.000779 0.003457 -0.011150  0.005293 -0.085726  14.5904040156  -90.5201831064  1519.85317
GUAT 00DEC14 2000.9528 51892 1092 4  -90.5  -2174 -0.771335   1613669  0.135992  1519  0.862606  0.0000 0.000948 0.000793 0.003577  0.019652 -0.029841 -0.030731  14.5904040125  -90.5201830842  1519.86261
GUAT 00DEC15 2000.9555 51893 1092 5  -90.5  -2174 -0.775529   1613669  0.135096  1519  0.857477  0.0000 0.000938 0.000760 0.003400 -0.006313 -0.018982 -0.028604  14.5904040044  -90.5201831232  1519.85748
GUAT 00DEC16 2000.9582 51894 1092 6  -90.5  -2174 -0.771765   1613669  0.138299  1519  0.856328  0.0000 0.000934 0.000775 0.003454 -0.010398 -0.002441 -0.019648  14.5904040333  -90.5201830885  1519.85633
GUAT 00DEC17 2000.9610 51895 1093 0  -90.5  -2174 -0.771987   1613669  0.139155  1519  0.843009  0.0000 0.000951 0.000833 0.003955  0.027506 -0.058618 -0.061303  14.5904040410  -90.5201830907  1519.84301
GUAT 00DEC18 2000.9637 51896 1093 1  -90.5  -2174 -0.773614   1613669  0.134865  1519  0.855502  0.0000 0.000953 0.000768 0.003503 -0.005498  0.020624 -0.040416  14.5904040022  -90.5201831059  1519.85550
GUAT 00DEC19 2000.9665 51897 1093 2  -90.5  -2174 -0.772628   1613669  0.131599  1519  0.853471  0.0000 0.001030 0.000846 0.003871  0.027618  0.011688 -0.075272  14.5904039726  -90.5201830970  1519.85347
GUAT 00DEC20 2000.9692 51898 1093 3  -90.5  -2174 -0.773616   1613669  0.134937  1519  0.862650  0.0000 0.000911 0.000796 0.003386  0.030966  0.033264 -0.022162  14.5904040027  -90.5201831063  1519.86265
GUAT 00DEC21 2000.9719 51899 1093 4  -90.5  -2174 -0.773702   1613669  0.138188  1519  0.864497  0.0000 0.000989 0.000784 0.003758  0.026388 -0.001777 -0.116951  14.5904040321  -90.5201831072  1519.86450
GUAT 00DEC22 2000.9747 51900 1093 5  -90.5  -2174 -0.775628   1613669  0.135113  1519  0.860055  0.0000 0.000940 0.000774 0.003571  0.017403 -0.017841 -0.067074  14.5904040042  -90.5201831253  1519.86006
GUAT 00DEC23 2000.9774 51901 1093 6  -90.5  -2174 -0.776190   1613669  0.134120  1519  0.866677  0.0000 0.000971 0.000807 0.003613  0.067397  0.022027  0.029097  14.5904039952  -90.5201831307  1519.86668
GUAT 00DEC24 2000.9802 51902 1094 0  -90.5  -2174 -0.775335   1613669  0.136529  1519  0.861106  0.0000 0.000920 0.000738 0.003345  0.034591 -0.042743 -0.047067  14.5904040169  -90.5201831229  1519.86111
GUAT 00DEC25 2000.9829 51903 1094 1  -90.5  -2174 -0.776805   1613669  0.136004  1519  0.857696  0.0000 0.000930 0.000764 0.003508  0.041885  0.011892 -0.050764  14.5904040122  -90.5201831367  1519.85770
GUAT 00DEC26 2000.9856 51904 1094 2  -90.5  -2174 -0.776583   1613669  0.137348  1519  0.859932  0.0000 0.000943 0.000756 0.003482 -0.005353  0.035174 -0.043721  14.5904040243  -90.5201831348  1519.85993
GUAT 00DEC27 2000.9884 51905 1094 3  -90.5  -2174 -0.773619   1613669  0.133978  1519  0.854062  0.0000 0.001001 0.000784 0.003622 -0.009035  0.013855 -0.086966  14.5904039938  -90.5201831075  1519.85406
GUAT 00DEC28 2000.9911 51906 1094 4  -90.5  -2174 -0.777001   1613669  0.136327  1519  0.853981  0.0000 0.000916 0.000775 0.003504  0.001956  0.033172 -0.014799  14.5904040149  -90.5201831390  1519.85398
GUAT 00DEC29 2000.9938 51907 1094 5  -90.5  -2174 -0.777091   1613669  0.135775  1519  0.859712  0.0000 0.000934 0.000755 0.003456 -0.008099  0.014993 -0.085879  14.5904040099  -90.5201831400  1519.85971
GUAT 00DEC30 2000.9966 51908 1094 6  -90.5  -2174 -0.776071   1613669  0.133179  1519  0.856617  0.0000 0.000921 0.000756 0.003431  0.024437  0.009725 -0.018538  14.5904039864  -90.5201831307  1519.85662
GUAT 00DEC31 2000.9993 51909 1095 0  -90.5  -2174 -0.774109   1613669  0.134240  1519  0.860379  0.0000 0.000944 0.000739 0.003367  0.017985 -0.003294 -0.024718  14.5904039960  -90.5201831126  1519.86038
GUAT 01JAN01 2001.0021 51910 1095 1  -90.5  -2174 -0.772704   1613669  0.136343  1519  0.859406  0.0000 0.000941 0.000764 0.003461  0.026886 -0.044743 -0.018342  14.5904040149  -90.5201830998  1519.85941
GUAT 01JAN02 2001.0048 51911 1095 2  -90.5  -2174 -0.774002   1613669  0.136794  1519  0.847296  0.0000 0.000960 0.000773 0.003598 -0.006088 -0.044450 -0.067358  14.5904040190  -90.5201831120  1519.84730
GUAT 01JAN03 2001.0075 51912 1095 3  -90.5  -2174 -0.772119   1613669  0.134282  1519  0.858142  0.0000 0.000962 0.000776 0.003510  0.035446 -0.012144 -0.024031  14.5904039962  -90.5201830946  1519.85814
GUAT 01JAN04 2001.0103 51913 1095 4  -90.5  -2174 -0.772152   1613669  0.136159  1519  0.866335  0.0000 0.001020 0.000782 0.003635  0.039087 -0.046690 -0.081586  14.5904040131  -90.5201830951  1519.86634
GUAT 01JAN05 2001.0130 51914 1095 5  -90.5  -2174 -0.771025   1613669  0.134929  1519  0.860592  0.0000 0.001022 0.000775 0.003586 -0.014436 -0.085038 -0.006192  14.5904040020  -90.5201830848  1519.86059
GUAT 01JAN08 2001.0212 51917 1096 1  -90.5  -2174 -0.776651   1613669  0.136483  1519  0.855304  0.0000 0.002324 0.001793 0.008076 -0.120021  0.037885 -0.234225  14.5904040159  -90.5201831375  1519.85530
GUAT 01JAN09 2001.0240 51918 1096 2  -90.5  -2174 -0.771654   1613669  0.135979  1519  0.865466  0.0000 0.000973 0.000750 0.003446 -0.002025 -0.043150 -0.052253  14.5904040113  -90.5201830913  1519.86547
GUAT 01JAN10 2001.0267 51919 1096 3  -90.5  -2174 -0.768853   1613669  0.136350  1519  0.862899  0.0000 0.000941 0.000748 0.003339 -0.029167 -0.024635 -0.015419  14.5904040146  -90.5201830655  1519.86290
GUAT 01JAN11 2001.0294 51920 1096 4  -90.5  -2174 -0.772570   1613669  0.137864  1519  0.862478  0.0000 0.000966 0.000755 0.003447 -0.006198 -0.068814 -0.071073  14.5904040282  -90.5201831001  1519.86248
GUAT 01JAN12 2001.0322 51921 1096 5  -90.5  -2174 -0.773258   1613669  0.137644  1519  0.870945  0.0000 0.000989 0.000773 0.003522  0.022798 -0.003507 -0.022313  14.5904040262  -90.5201831067  1519.87095
GUAT 01JAN13 2001.0349 51922 1096 6  -90.5  -2174 -0.769154   1613669  0.134420  1519  0.861554  0.0000 0.001021 0.000797 0.003643  0.026568  0.001821 -0.024700  14.5904039970  -90.5201830687  1519.86155
GUAT 01JAN14 2001.0376 51923 1097 0  -90.5  -2174 -0.768843   1613669  0.135391  1519  0.866788  0.0000 0.000938 0.000767 0.003359 -0.003015  0.053853  0.009808  14.5904040058  -90.5201830660  1519.86679
GUAT 01JAN15 2001.0404 51924 1097 1  -90.5  -2174 -0.769406   1613669  0.137038  1519  0.861315  0.0000 0.000946 0.000738 0.003306 -0.002156 -0.008111 -0.003966  14.5904040206  -90.5201830714  1519.86131
GUAT 01JAN16 2001.0431 51925 1097 2  -90.5  -2174 -0.769444   1613669  0.134961  1519  0.857868  0.0000 0.000936 0.000744 0.003265 -0.041329 -0.055753 -0.026823  14.5904040018  -90.5201830719  1519.85787
GUAT 01JAN17 2001.0459 51926 1097 3  -90.5  -2174 -0.771927   1613669  0.135478  1519  0.864574  0.0000 0.000965 0.000782 0.003534 -0.016688 -0.076535 -0.035860  14.5904040064  -90.5201830951  1519.86457
GUAT 01JAN18 2001.0486 51927 1097 4  -90.5  -2174 -0.771238   1613669  0.133683  1519  0.863576  0.0000 0.000967 0.000761 0.003367 -0.036690  0.023334  0.013021  14.5904039902  -90.5201830889  1519.86358
GUAT 01JAN19 2001.0513 51928 1097 5  -90.5  -2174 -0.769270   1613669  0.136540  1519  0.858764  0.0000 0.000982 0.000802 0.003571 -0.006780 -0.026988 -0.042484  14.5904040159  -90.5201830708  1519.85876
GUAT 01JAN20 2001.0541 51929 1097 6  -90.5  -2174 -0.768245   1613669  0.134873  1519  0.860228  0.0000 0.000946 0.000745 0.003319  0.002393 -0.031206 -0.063980  14.5904040008  -90.5201830614  1519.86023
GUAT 01JAN21 2001.0568 51930 1098 0  -90.5  -2174 -0.770496   1613669  0.136531  1519  0.858950  0.0000 0.000945 0.000767 0.003386 -0.025246 -0.040959 -0.083476  14.5904040158  -90.5201830825  1519.85895
GUAT 01JAN22 2001.0595 51931 1098 1  -90.5  -2174 -0.769040   1613669  0.136170  1519  0.857280  0.0000 0.000935 0.000751 0.003351  0.003027 -0.033896 -0.095868  14.5904040125  -90.5201830691  1519.85728
GUAT 01JAN23 2001.0623 51932 1098 2  -90.5  -2174 -0.769799   1613669  0.137138  1519  0.862577  0.0000 0.001033 0.000846 0.003854  0.006789 -0.120172 -0.117416  14.5904040212  -90.5201830763  1519.86258
GUAT 01JAN24 2001.0650 51933 1098 3  -90.5  -2174 -0.769189   1613669  0.135371  1519  0.867181  0.0000 0.000945 0.000794 0.003458 -0.041668 -0.047551 -0.017204  14.5904040052  -90.5201830708  1519.86718
GUAT 01JAN25 2001.0678 51934 1098 4  -90.5  -2174 -0.769305   1613669  0.136641  1519  0.862712  0.0000 0.000975 0.000820 0.003643  0.003490 -0.040999 -0.052814  14.5904040166  -90.5201830721  1519.86271
GUAT 01JAN26 2001.0705 51935 1098 5  -90.5  -2174 -0.769470   1613669  0.136695  1519  0.862003  0.0000 0.000936 0.000770 0.003406  0.023104 -0.065124 -0.063680  14.5904040170  -90.5201830738  1519.86200
GUAT 01JAN27 2001.0732 51936 1098 6  -90.5  -2174 -0.770391   1613669  0.135742  1519  0.864481  0.0000 0.000942 0.000797 0.003553  0.011592 -0.020605 -0.045959  14.5904040084  -90.5201830825  1519.86448
GUAT 01JAN28 2001.0760 51937 1099 0  -90.5  -2174 -0.769706   1613669  0.134555  1519  0.872251  0.0000 0.000954 0.000799 0.003543  0.015186 -0.020419 -0.040525  14.5904039976  -90.5201830763  1519.87225
GUAT 01JAN29 2001.0787 51938 1099 1  -90.5  -2174 -0.771636   1613669  0.135471  1519  0.870705  0.0000 0.000953 0.000801 0.003607  0.007332 -0.052501 -0.010592  14.5904040058  -90.5201830944  1519.87070
GUAT 01JAN30 2001.0815 51939 1099 2  -90.5  -2174 -0.771690   1613669  0.136331  1519  0.871180  0.0000 0.000970 0.000782 0.003698 -0.023342 -0.029377 -0.079260  14.5904040136  -90.5201830950  1519.87118
GUAT 01JAN31 2001.0842 51940 1099 3  -90.5  -2174 -0.769465   1613669  0.138053  1519  0.871899  0.0000 0.000975 0.000806 0.003645 -0.043034 -0.021883 -0.051060  14.5904040291  -90.5201830745  1519.87190
GUAT 01FEB01 2001.0869 51941 1099 4  -90.5  -2174 -0.769515   1613669  0.136336  1519  0.862054  0.0000 0.000948 0.000785 0.003630 -0.005919 -0.039395 -0.083460  14.5904040135  -90.5201830751  1519.86205
GUAT 01FEB02 2001.0897 51942 1099 5  -90.5  -2174 -0.770045   1613669  0.136822  1519  0.855755  0.0000 0.000968 0.000796 0.003685  0.006733 -0.090545 -0.055127  14.5904040179  -90.5201830802  1519.85576
GUAT 01FEB03 2001.0924 51943 1099 6  -90.5  -2174 -0.767225   1613669  0.135015  1519  0.859735  0.0000 0.000988 0.000839 0.003782  0.060898  0.046651  0.026867  14.5904040015  -90.5201830542  1519.85974
GUAT 01FEB04 2001.0951 51944 1100 0  -90.5  -2174 -0.770309   1613669  0.132084  1519  0.855434  0.0000 0.000990 0.000808 0.003726  0.004644 -0.064733 -0.062451  14.5904039750  -90.5201830830  1519.85543
GUAT 01FEB05 2001.0979 51945 1100 1  -90.5  -2174 -0.769702   1613669  0.137792  1519  0.857759  0.0000 0.001015 0.000860 0.003938  0.069141 -0.036658  0.005177  14.5904040265  -90.5201830775  1519.85776
GUAT 01FEB06 2001.1006 51946 1100 2  -90.5  -2174 -0.765693   1613669  0.139562  1519  0.865785  0.0000 0.000956 0.000790 0.003668  0.030894 -0.095545 -0.087002  14.5904040425  -90.5201830405  1519.86578
GUAT 01FEB07 2001.1034 51947 1100 3  -90.5  -2174 -0.769584   1613669  0.137498  1519  0.862350  0.0000 0.000968 0.000808 0.003719  0.005433 -0.071708 -0.030144  14.5904040238  -90.5201830768  1519.86235
GUAT 01FEB08 2001.1061 51948 1100 4  -90.5  -2174 -0.770412   1613669  0.137945  1519  0.865108  0.0000 0.000966 0.000816 0.003647 -0.052032 -0.005704 -0.008165  14.5904040278  -90.5201830846  1519.86511
GUAT 01FEB09 2001.1088 51949 1100 5  -90.5  -2174 -0.769900   1613669  0.138866  1519  0.871824  0.0000 0.000977 0.000838 0.003786 -0.043162 -0.039939 -0.030946  14.5904040361  -90.5201830800  1519.87182
GUAT 01FEB10 2001.1116 51950 1100 6  -90.5  -2174 -0.768308   1613669  0.135191  1519  0.865459  0.0000 0.000960 0.000806 0.003704 -0.009961  0.063393 -0.052098  14.5904040028  -90.5201830654  1519.86546
GUAT 01FEB11 2001.1143 51951 1101 0  -90.5  -2174 -0.768119   1613669  0.135536  1519  0.855981  0.0000 0.001048 0.000848 0.004261 -0.026317 -0.030222 -0.058026  14.5904040059  -90.5201830638  1519.85598
GUAT 01FEB12 2001.1170 51952 1101 1  -90.5  -2174 -0.767451   1613669  0.135810  1519  0.856082  0.0000 0.001019 0.000833 0.003865 -0.003094  0.062215 -0.048825  14.5904040083  -90.5201830578  1519.85608
GUAT 01FEB13 2001.1198 51953 1101 2  -90.5  -2174 -0.769062   1613669  0.136123  1519  0.867098  0.0000 0.001020 0.000813 0.003851  0.019550 -0.083681 -0.065537  14.5904040111  -90.5201830729  1519.86710
GUAT 01FEB14 2001.1225 51954 1101 3  -90.5  -2174 -0.766156   1613669  0.136962  1519  0.858599  0.0000 0.000985 0.000852 0.003904 -0.026063 -0.068318 -0.010538  14.5904040186  -90.5201830461  1519.85860
GUAT 01FEB15 2001.1253 51955 1101 4  -90.5  -2174 -0.768182   1613669  0.137093  1519  0.863962  0.0000 0.001002 0.000842 0.003956 -0.025449  0.017809 -0.010152  14.5904040198  -90.5201830650  1519.86396
GUAT 01FEB16 2001.1280 51956 1101 5  -90.5  -2174 -0.766618   1613669  0.136969  1519  0.872657  0.0000 0.000985 0.000788 0.003802 -0.002528 -0.067938 -0.081523  14.5904040186  -90.5201830507  1519.87266
GUAT 01FEB17 2001.1307 51957 1101 6  -90.5  -2174 -0.768302   1613669  0.133749  1519  0.861420  0.0000 0.000970 0.000776 0.003686 -0.032996 -0.050083 -0.121097  14.5904039895  -90.5201830665  1519.86142
GUAT 01FEB18 2001.1335 51958 1102 0  -90.5  -2174 -0.769433   1613669  0.134058  1519  0.851928  0.0000 0.000993 0.000809 0.003823 -0.033166  0.078805 -0.043346  14.5904039922  -90.5201830771  1519.85193
GUAT 01FEB19 2001.1362 51959 1102 1  -90.5  -2174 -0.767684   1613669  0.138216  1519  0.850584  0.0000 0.000958 0.000772 0.003562  0.007591 -0.038788 -0.121475  14.5904040298  -90.5201830611  1519.85058
GUAT 01FEB20 2001.1389 51960 1102 2  -90.5  -2174 -0.767379   1613669  0.136591  1519  0.846663  0.0000 0.001013 0.000839 0.003825 -0.044542 -0.044691  0.002468  14.5904040150  -90.5201830584  1519.84666
GUAT 01FEB21 2001.1417 51961 1102 3  -90.5  -2174 -0.770115   1613669  0.132582  1519  0.860648  0.0000 0.000999 0.000840 0.004018 -0.013418 -0.013080 -0.023065  14.5904039788  -90.5201830839  1519.86065
GUAT 01FEB22 2001.1444 51962 1102 4  -90.5  -2174 -0.766422   1613669  0.138180  1519  0.867486  0.0000 0.001019 0.000831 0.003887  0.018080 -0.006371 -0.093642  14.5904040293  -90.5201830498  1519.86749
GUAT 01FEB23 2001.1472 51963 1102 5  -90.5  -2174 -0.768708   1613669  0.136602  1519  0.864671  0.0000 0.000986 0.000819 0.003785 -0.002060  0.016186 -0.017256  14.5904040150  -90.5201830712  1519.86467
GUAT 01FEB24 2001.1499 51964 1102 6  -90.5  -2174 -0.768738   1613669  0.137856  1519  0.868893  0.0000 0.001010 0.000862 0.004031  0.027616  0.010343 -0.099374  14.5904040263  -90.5201830716  1519.86889
GUAT 01FEB25 2001.1526 51965 1103 0  -90.5  -2174 -0.768090   1613669  0.138100  1519  0.868762  0.0000 0.001039 0.000892 0.004010  0.046967 -0.119242 -0.105269  14.5904040285  -90.5201830658  1519.86876
GUAT 01FEB26 2001.1554 51966 1103 1  -90.5  -2174 -0.765106   1613669  0.137141  1519  0.865064  0.0000 0.001039 0.000831 0.003943  0.022828  0.031542 -0.025210  14.5904040197  -90.5201830383  1519.86506
GUAT 01FEB27 2001.1581 51967 1103 2  -90.5  -2174 -0.764776   1613669  0.136806  1519  0.878240  0.0000 0.001000 0.000862 0.003856  0.041048 -0.050098 -0.010815  14.5904040167  -90.5201830353  1519.87824
GUAT 01FEB28 2001.1608 51968 1103 3  -90.5  -2174 -0.762011   1613669  0.141449  1519  0.871563  0.0000 0.001012 0.000839 0.003867  0.029665 -0.006865 -0.031649  14.5904040586  -90.5201830099  1519.87156
GUAT 01MAR01 2001.1636 51969 1103 4  -90.5  -2174 -0.767830   1613669  0.135044  1519  0.867023  0.0000 0.001041 0.000856 0.003839  0.020553 -0.066675 -0.021424  14.5904040007  -90.5201830640  1519.86702
GUAT 01MAR02 2001.1663 51970 1103 5  -90.5  -2174 -0.766844   1613669  0.132079  1519  0.858996  0.0000 0.001059 0.000854 0.004152  0.006574  0.044683 -0.002683  14.5904039738  -90.5201830550  1519.85900
GUAT 01MAR03 2001.1691 51971 1103 6  -90.5  -2174 -0.765853   1613669  0.135859  1519  0.860917  0.0000 0.000995 0.000823 0.003862 -0.015009  0.029077 -0.075392  14.5904040079  -90.5201830460  1519.86092
GUAT 01MAR04 2001.1718 51972 1104 0  -90.5  -2174 -0.766759   1613669  0.135169  1519  0.857083  0.0000 0.001054 0.000845 0.004055  0.054556 -0.105026 -0.058278  14.5904040017  -90.5201830546  1519.85708
GUAT 01MAR05 2001.1745 51973 1104 1  -90.5  -2174 -0.770986   1613669  0.138000  1519  0.864413  0.0000 0.001086 0.000903 0.004104 -0.000121  0.075001 -0.037812  14.5904040272  -90.5201830939  1519.86441
GUAT 01MAR06 2001.1773 51974 1104 2  -90.5  -2174 -0.767541   1613669  0.137836  1519  0.862783  0.0000 0.000968 0.000784 0.003557 -0.015202 -0.006829 -0.020513  14.5904040257  -90.5201830621  1519.86278
GUAT 01MAR07 2001.1800 51975 1104 3  -90.5  -2174 -0.768573   1613669  0.135808  1519  0.867190  0.0000 0.000957 0.000787 0.003605 -0.004609  0.016083 -0.028909  14.5904040073  -90.5201830719  1519.86719
GUAT 01MAR08 2001.1828 51976 1104 4  -90.5  -2174 -0.758746   1613669  0.137856  1519  0.865128  0.0000 0.000987 0.000810 0.003594  0.042995  0.017285 -0.006915  14.5904040258  -90.5201829808  1519.86513
